0,150,cube_4/4/4,A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F,B;A;A;A;C;B;C;F;A;C;A;D;F;D;E;A;D;C;A;B;F;A;B;C;A;B;F;C;C;D;A;F;C;F;E;C;A;A;E;C;B;E;E;B;C;A;D;E;D;D;B;E;B;D;A;D;E;F;C;B;A;C;B;D;F;F;D;E;E;F;D;C;F;D;C;E;A;F;B;B;F;E;C;D;F;B;E;B;E;D;F;F;E;E;D;B,0
1,151,cube_4/4/4,A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F,F;A;A;C;E;D;B;D;B;D;B;E;E;A;D;B;D;D;F;C;D;A;D;B;A;E;F;D;F;F;B;D;A;D;C;B;E;C;C;A;E;A;F;C;F;A;C;C;F;E;D;B;B;E;D;F;A;E;B;C;A;C;C;E;E;F;A;A;B;A;E;C;B;C;A;E;A;D;E;E;D;E;F;C;B;B;F;C;F;F;C;F;B;B;F;D,0
2,152,cube_4/4/4,A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F,C;C;F;D;F;A;D;E;A;F;D;E;B;F;A;A;C;D;E;E;C;E;F;F;C;C;B;B;A;D;A;F;B;B;F;A;C;B;E;E;F;E;A;D;E;E;B;D;C;C;D;A;A;C;A;D;F;B;F;E;F;B;B;F;B;B;C;F;A;B;D;D;D;D;C;A;D;D;E;D;E;E;B;B;B;A;C;F;A;F;E;A;E;C;C;C,0
3,153,cube_4/4/4,A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F,B;C;A;B;E;A;E;E;B;E;B;E;F;B;D;D;E;C;A;E;E;B;C;A;F;D;C;C;D;C;F;C;A;F;B;C;B;C;A;B;B;F;B;F;F;A;B;C;A;E;D;A;F;C;B;C;D;F;E;F;A;D;A;C;E;A;A;B;F;D;F;D;E;D;F;D;D;B;E;F;E;D;C;B;D;D;E;C;F;A;A;E;F;C;A;D,0
4,154,cube_4/4/4,A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F,E;E;B;F;E;E;D;B;F;F;C;F;D;C;C;B;A;B;A;A;A;B;E;E;D;A;A;F;B;E;A;C;E;D;A;B;A;B;C;C;E;D;B;E;A;D;F;F;E;C;D;D;D;C;A;F;D;F;A;F;C;B;B;C;F;F;D;E;C;D;B;D;C;C;F;C;F;B;B;C;A;A;C;D;F;E;D;A;E;F;E;B;B;E;A;D,0
5,155,cube_4/4/4,A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F,C;C;F;C;B;E;D;A;A;C;A;F;A;E;F;F;E;B;E;C;D;F;E;A;D;E;B;B;E;D;D;E;B;D;D;A;B;A;A;B;F;C;D;C;B;B;E;C;B;B;F;F;A;F;B;E;B;F;C;A;A;C;F;D;D;C;E;D;A;D;D;E;C;B;C;A;E;C;D;B;A;C;E;F;C;F;E;E;A;A;B;F;F;D;F;D,0
6,156,cube_4/4/4,A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F,A;A;B;C;F;D;A;F;B;E;C;A;E;E;F;F;B;D;B;D;D;B;D;E;A;E;E;F;A;E;E;C;C;B;C;B;D;C;E;A;D;A;B;F;B;D;D;E;F;C;E;C;C;F;F;E;B;A;F;B;D;B;D;F;D;C;C;F;A;C;F;C;A;C;B;D;D;A;F;E;B;B;F;A;E;D;B;F;C;D;A;A;E;C;E;A,8
7,157,cube_4/4/4,A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F,B;C;D;F;C;C;B;F;A;A;F;C;B;D;D;C;E;E;E;D;A;C;F;E;E;B;E;F;E;E;F;F;A;D;D;B;B;D;A;D;B;E;D;A;C;A;F;B;E;C;A;F;F;A;F;B;B;B;D;E;A;B;C;D;C;A;D;A;C;C;E;D;A;F;A;F;E;B;F;A;D;B;E;D;B;D;C;E;C;E;B;C;F;F;A;C,0
8,158,cube_4/4/4,A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F,D;F;A;C;C;B;E;D;C;A;F;F;D;B;E;C;E;E;D;B;A;C;F;A;B;C;C;A;F;C;B;E;F;D;C;A;E;A;D;E;E;D;F;A;A;D;F;D;B;B;B;E;F;E;A;C;C;B;C;D;C;E;A;B;A;A;F;F;B;E;D;D;A;A;E;E;F;C;F;D;C;F;F;B;D;D;B;C;B;F;B;E;E;B;D;A,0
9,159,cube_4/4/4,A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F,A;F;D;C;B;E;B;D;B;B;C;F;D;B;D;F;E;A;F;C;E;D;F;E;D;F;B;A;D;B;E;E;B;C;C;D;F;E;F;F;B;E;A;B;D;C;A;B;A;E;C;B;D;D;E;C;F;B;C;F;F;E;C;A;C;C;E;F;D;C;C;F;B;D;F;A;B;D;A;C;F;E;A;A;C;A;A;B;A;A;D;E;E;A;D;E,0
10,160,cube_4/4/4,A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F,A;A;C;D;A;F;C;B;D;D;A;B;B;A;D;F;F;B;A;E;C;F;E;A;D;C;B;F;A;D;E;B;D;A;F;C;E;D;B;F;C;D;E;C;A;A;C;F;F;D;D;D;B;C;E;B;F;B;B;E;B;B;E;C;E;E;F;E;C;C;A;A;B;E;A;E;A;D;F;E;B;F;F;C;E;A;F;C;C;D;F;B;D;D;E;C,8
11,161,cube_4/4/4,A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F,F;B;D;A;E;E;F;F;C;C;E;E;F;B;A;F;D;F;B;D;D;A;A;D;B;A;B;E;A;D;D;E;C;D;C;B;C;C;F;E;A;D;E;A;A;E;C;B;C;A;F;B;A;C;B;E;C;F;B;D;C;C;E;C;E;F;F;E;B;D;B;F;E;C;A;A;A;C;D;D;E;C;F;B;A;D;F;B;A;E;D;B;D;F;B;F,0
12,162,cube_4/4/4,A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F,C;F;F;E;E;E;C;C;E;D;B;F;E;B;D;B;F;C;E;F;F;A;D;E;D;C;E;C;E;C;B;C;C;B;D;A;B;E;C;D;B;E;A;C;A;B;E;B;D;E;C;F;A;F;C;A;D;B;B;B;F;A;F;A;D;A;A;D;D;D;B;C;F;F;A;F;C;D;C;B;A;A;E;D;A;A;D;A;F;F;F;D;B;E;B;E,0
13,163,cube_4/4/4,A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F,C;B;B;D;D;A;F;D;F;F;B;B;E;E;E;E;A;A;F;F;E;C;B;B;E;E;D;E;C;D;B;D;B;F;F;F;A;D;A;E;B;E;C;C;C;B;A;B;E;C;F;B;A;E;C;C;D;B;D;F;A;A;F;E;F;A;E;B;A;D;A;D;C;F;E;D;D;B;F;F;D;C;C;A;D;A;F;A;E;C;B;C;A;C;D;C,2
14,164,cube_4/4/4,A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F,D;C;D;B;B;F;B;B;D;D;C;E;C;F;F;A;F;D;B;C;D;C;A;C;F;B;D;F;E;D;E;D;D;F;C;E;B;C;C;A;E;A;D;F;E;A;C;B;F;C;A;E;D;F;D;B;B;E;E;E;A;A;E;F;A;A;C;B;E;F;B;F;A;E;F;C;C;E;A;B;A;E;B;F;C;A;A;D;D;B;E;F;D;A;B;C,2
15,165,cube_4/4/4,A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F,B;D;C;E;B;B;C;B;A;D;A;D;C;B;E;A;F;F;D;E;E;E;F;A;E;C;C;A;D;A;E;C;B;F;E;D;E;D;E;B;C;F;E;C;A;B;C;C;F;F;C;E;A;A;D;F;A;D;A;F;D;F;B;A;F;C;D;B;E;C;B;D;B;B;F;A;C;D;D;E;A;D;B;D;F;E;A;A;C;B;F;F;B;C;E;F,4
16,166,cube_4/4/4,A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F,F;B;D;F;B;B;E;B;A;C;B;F;D;F;A;B;A;B;B;C;C;A;D;C;E;F;E;D;C;E;F;F;A;D;A;B;F;D;F;E;E;D;E;E;D;A;C;C;E;F;E;C;F;E;F;D;F;A;D;C;A;A;D;B;B;C;D;E;E;C;B;A;B;A;C;B;E;A;F;F;D;A;B;E;C;A;B;C;D;F;C;D;A;C;E;D,0
17,167,cube_4/4/4,A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;E;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F;F,E;E;C;C;A;F;E;B;F;E;A;C;B;E;B;A;A;F;F;C;A;D;E;E;E;F;B;B;F;F;C;B;D;A;A;B;F;C;C;C;A;A;F;C;F;B;A;B;F;D;B;A;A;D;B;B;F;A;C;D;E;C;D;F;D;D;B;C;E;C;B;E;F;A;D;D;D;E;D;D;C;C;D;E;F;D;F;C;A;B;E;D;E;E;B;A,0
